id,nearc2,nearc4,educ,age,fatheduc,motheduc,weight,momdad14,sinmom14,step14,reg661,reg662,reg663,reg664,reg665,reg666,reg667,reg668,reg669,south66,black,smsa,south,smsa66,wage,enroll,KWW,IQ,married,libcrd14,exper,lwage,expersq
2514,0,1,13,27,,,88672,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,670,1,35,99,1,1,8,6.50727701187134,64
2515,0,1,13,24,,,86498,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,404,0,26,,6,1,5,6.00141477584839,25
2516,0,1,17,25,11,9,86498,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,373,1,33,116,5,1,2,5.92157793045044,4
2517,0,1,12,24,,,86498,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,230,0,20,,6,1,6,5.43807888031006,36
2518,0,1,12,32,,,127041,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,558,0,40,,5,0,14,6.32435894012451,196
2519,0,1,8,29,6,7,134296,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,300,0,18,,1,0,15,5.70378303527832,225
2520,0,1,14,29,,12,501027,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,913,0,40,,1,1,9,6.81673622131348,81
2522,0,1,18,27,12,8,383527,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,558,0,41,98,1,1,3,6.32435894012451,9
2523,0,1,13,33,,12,370720,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,529,0,48,114,1,1,14,6.27098798751831,196
2524,0,1,15,26,5,7,93751,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,330,0,45,,6,1,5,5.7990927696228,25
2526,0,1,9,26,13,11,93751,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,375,0,28,,1,1,11,5.92692613601685,121
2527,0,1,13,24,13,11,91137,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,615,0,25,,1,0,5,6.42162179946899,25
2528,0,1,14,27,12,12,426142,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,721,0,34,119,1,1,7,6.58063888549805,49
2529,0,1,16,25,12,12,414261,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,529,1,40,122,4,1,3,6.27098798751831,9
2531,0,1,12,34,6,12,127041,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,859,0,42,77,1,0,16,6.75576877593994,256
2532,0,1,14,27,16,11,88672,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,649,0,35,,1,1,7,6.47543287277222,49
2533,0,1,10,24,16,11,86498,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,238,0,26,,1,1,8,5.47227001190186,64
2534,0,1,12,34,8,6,150139,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,275,0,37,95,1,0,16,5.61677122116089,256
2536,0,1,14,26,,13,88672,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,325,0,24,89,1,1,6,5.7838249206543,36
2537,0,1,14,29,,16,134296,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,357,0,44,93,5,1,9,5.87773609161377,81
2538,0,1,12,30,,10,134296,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,385,0,35,,1,0,12,5.95324277877808,144
2540,0,1,14,24,12,15,372835,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,365,0,25,116,1,1,4,5.89989805221558,16
2542,0,1,8,33,6,4,406024,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,800,0,30,,1,0,19,6.68461179733276,361
2543,0,1,12,34,5,12,406024,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,482,0,37,110,1,1,16,6.17794418334961,256
2544,0,1,17,29,12,8,493866,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,955,0,39,132,1,1,6,6.86171197891235,36
2545,0,1,17,26,7,12,378045,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,462,0,32,103,1,0,3,6.13556480407715,9
2546,0,1,16,28,2,8,378045,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,417,0,37,112,1,0,6,6.03308582305908,36
2548,0,1,10,25,2,8,367506,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,290,0,23,,1,0,9,5.66988086700439,81
2549,0,1,12,24,12,12,367506,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,240,0,36,,1,1,6,5.48063898086548,36
2552,0,1,12,31,,,610498,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,829,0,30,,1,0,13,6.72022008895874,169
2558,0,1,12,32,12,12,370720,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,361,0,42,99,1,1,14,5.88887786865234,196
2561,0,1,16,28,11,12,383527,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,598,0,46,138,1,1,6,6.39359092712402,36
2562,0,1,13,25,7,10,372835,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,750,1,29,93,1,1,6,6.62007284164429,36
2563,0,1,16,25,12,11,353857,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,385,0,28,88,6,0,3,5.95324277877808,9
2564,0,1,16,28,,10,88672,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,620,0,26,96,1,1,6,6.42971897125244,36
2570,0,1,13,34,14,12,411911,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,641,0,45,106,1,1,15,6.46302890777588,225
2575,0,1,16,26,12,9,88672,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,468,0,33,90,1,0,4,6.14846801757812,16
2576,0,1,13,24,12,9,86498,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,385,1,29,,6,0,5,5.95324277877808,25
2578,0,1,12,25,11,12,86498,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,462,0,25,93,1,0,7,6.13556480407715,49
2579,0,1,12,27,14,10,378045,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,635,0,32,92,1,1,9,6.45362520217896,81
2580,0,1,12,26,14,10,378045,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,400,0,22,101,1,1,8,5.99146509170532,64
2581,0,1,13,27,12,10,420051,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,760,0,27,100,1,1,8,6.6333179473877,64
2583,0,1,13,27,12,10,383527,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,560,1,35,91,1,1,8,6.32793712615967,64
2584,0,1,12,34,3,,370720,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1000,0,48,95,1,1,16,6.90775489807129,256
2587,1,1,11,28,6,6,383527,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,425,0,24,71,1,0,11,6.05208921432495,121
2589,1,1,12,30,,9,134296,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,411,0,28,89,1,0,12,6.01859283447266,144
2591,1,1,11,25,,3,91137,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,179,0,12,67,1,1,8,5.18738603591919,64
2593,1,1,18,32,14,12,370720,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,375,0,44,96,1,0,8,5.92692613601685,64
2594,1,1,18,28,16,12,383527,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1298,0,45,127,6,1,4,7.16858005523682,16
2595,1,1,15,30,8,14,158714,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,476,0,40,,1,1,9,6.16541814804077,81
2596,1,1,16,27,8,8,383527,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,775,0,43,114,6,1,5,6.65286302566528,25
2597,1,1,12,27,10,10,383527,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,714,1,37,112,1,1,9,6.57088279724121,81
2600,1,1,10,28,,9,88672,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,429,0,34,57,4,0,12,6.06145715713501,144
2602,1,1,13,24,10,11,86498,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,435,0,26,,6,1,5,6.07534599304199,25
2603,1,1,13,26,,7,93751,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,875,0,30,102,1,1,7,6.77422380447388,49
2604,1,1,14,33,,11,127041,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,424,0,29,103,5,0,13,6.04973411560059,169
2605,1,1,12,25,,11,86498,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,375,0,34,,6,0,7,5.92692613601685,49
2606,1,1,12,25,,,86498,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,489,0,23,,1,0,7,6.19236183166504,49
2607,1,1,15,24,12,7,86498,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,462,0,30,102,1,0,3,6.13556480407715,9
2608,1,1,12,34,8,,577458,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,340,0,33,,1,0,16,5.82894611358643,256
2610,1,1,12,30,,12,501027,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,581,0,45,,1,0,12,6.36475086212158,144
2611,1,1,12,27,7,12,383527,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,515,0,34,88,1,1,9,6.2441668510437,81
2612,1,1,12,25,7,12,372835,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1053,0,32,88,1,1,7,6.95939922332764,49
2613,1,1,12,30,10,11,610438,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,475,0,26,,1,1,12,6.16331481933594,144
2618,1,1,18,32,14,9,370720,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1502,0,53,132,1,1,8,7.31455278396606,64
2619,1,1,15,33,12,14,411911,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,962,0,45,110,4,1,12,6.86901378631592,144
2620,1,1,15,30,14,18,134296,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,230,0,32,90,4,1,9,5.43807888031006,81
2621,1,1,18,29,14,18,134296,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,750,0,28,96,1,1,5,6.62007284164429,25
2622,1,1,15,26,12,12,88672,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,225,0,29,83,1,0,5,5.41610097885132,25
2626,1,1,13,26,12,,88672,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,331,0,32,86,1,1,7,5.80211782455444,49
2627,1,1,11,26,,,88672,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,397,0,28,,1,0,9,5.98393583297729,81
2628,1,1,10,34,10,,370720,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,750,0,45,94,1,1,18,6.62007284164429,324
2629,1,1,12,25,8,12,372835,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,450,0,20,86,1,1,7,6.10924816131592,49
2633,1,1,13,25,9,7,353857,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,865,0,40,110,1,1,6,6.76273012161255,36
2634,1,1,8,24,9,10,91137,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,535,0,31,,6,1,10,6.28226709365845,100
2636,1,1,16,27,12,8,383527,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,846,0,29,114,1,1,5,6.74052000045776,25
2637,1,1,16,26,12,8,383527,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,759,0,39,130,6,1,4,6.63200187683105,16
2638,1,1,16,24,12,8,372835,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,600,0,40,119,6,1,2,6.39693021774292,4
2640,1,1,12,34,8,,370720,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1030,0,26,94,1,1,16,6.9373140335083,256
2642,1,1,14,32,10,8,411911,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,876,0,52,125,1,1,12,6.77536582946777,144
2645,1,1,12,32,,,370720,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,568,0,44,100,1,0,14,6.34212207794189,196
2646,1,1,16,25,14,14,372835,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,533,0,27,108,6,1,3,6.27852201461792,9
2649,1,1,12,25,10,8,372835,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,481,0,38,,1,1,7,6.17586708068848,49
2652,1,1,12,28,,11,88672,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,604,1,39,83,1,1,10,6.40357398986816,100
2657,1,1,12,27,12,12,426142,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,657,0,32,86,1,1,9,6.48768377304077,81
2659,1,1,12,31,,12,493866,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,625,0,36,101,1,0,13,6.43775177001953,169
2661,1,1,12,29,,10,134296,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,280,0,16,70,1,1,11,5.63478899002075,121
2665,1,1,10,28,8,7,378045,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,500,0,27,75,1,0,12,6.21460819244385,144
2666,1,1,12,26,8,7,378045,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,535,1,24,105,1,0,8,6.28226709365845,64
2667,1,1,10,26,,,378045,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,818,0,28,85,1,0,10,6.70686197280884,100
2668,1,1,10,34,,,365421,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,624,0,33,,1,0,18,6.43615102767944,324
2669,1,1,10,28,,9,378045,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,604,0,36,89,1,0,12,6.40357398986816,144
2670,1,1,12,31,12,12,493866,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,505,0,25,80,1,1,13,6.22455787658691,169
2671,1,1,12,30,12,12,556697,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,750,0,20,72,1,0,12,6.62007284164429,144
2672,1,1,12,32,11,8,411911,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,721,0,43,,1,1,14,6.58063888549805,196
2673,1,1,18,32,12,12,411911,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,674,0,56,115,1,1,8,6.51322984695435,64
2674,1,1,16,33,17,12,370720,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,913,0,48,115,1,1,11,6.81673622131348,121
2675,1,1,17,30,18,18,134296,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,879,1,40,102,1,1,7,6.77878522872925,49
2677,1,1,12,26,8,13,88672,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,427,1,27,,1,1,8,6.05678415298462,64
2678,1,1,8,24,12,12,86498,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,792,0,29,,1,1,10,6.67456197738647,100
2679,1,1,14,29,10,10,134296,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,327,1,44,99,4,1,9,5.78995990753174,81
2682,1,1,10,30,,,158714,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,313,0,39,,5,0,14,5.74620294570923,196
2683,1,1,16,34,14,12,127041,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,786,0,34,,1,1,12,6.66695690155029,144
2686,1,1,18,31,14,12,122473,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,337,0,40,107,1,1,7,5.8200831413269,49
2687,1,1,10,30,,4,134296,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,385,0,27,66,6,1,14,5.95324277877808,196
2689,1,1,16,27,8,8,88672,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,529,0,47,108,5,1,5,6.27098798751831,25
2690,1,1,10,33,,,127041,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,429,0,37,,1,0,17,6.06145715713501,289
2691,1,1,12,27,7,7,383527,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,984,0,36,94,2,0,9,6.89162588119507,81
2692,1,1,12,34,3,8,370720,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,817,0,27,93,6,0,16,6.70563888549805,256
2695,1,1,14,32,7,8,127041,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,745,0,,,1,0,12,6.61338376998901,144
2697,1,1,10,24,4,0,86498,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,345,0,31,,6,1,8,5.84354400634766,64
2702,1,1,14,34,,12,127041,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,554,1,43,,1,1,14,6.3171648979187,196
2707,1,1,13,24,6,12,86498,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,263,0,28,85,6,1,5,5.57215404510498,25
2708,1,1,18,32,16,16,150139,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,745,0,40,99,1,0,8,6.61338376998901,64
2710,1,1,17,29,13,13,134296,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,673,0,42,,6,1,6,6.5117449760437,36
2712,1,1,17,32,14,13,127041,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,721,0,36,86,5,1,9,6.58063888549805,81
2713,1,1,13,30,,11,134296,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,438,0,34,,1,1,11,6.08221912384033,121
2721,1,0,12,26,,12,88672,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,545,0,32,95,1,1,8,6.30078601837158,64
2722,1,0,14,25,,12,86498,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,250,0,,114,6,1,5,5.52146100997925,25
2723,1,0,14,27,,11,88672,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,624,0,,74,4,1,7,6.43615102767944,49
2728,1,0,13,29,8,10,501027,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,400,0,36,,6,1,10,5.99146509170532,100
2729,1,0,16,29,16,16,556697,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,577,0,46,128,1,1,7,6.35784196853638,49
2730,1,0,16,25,18,18,353857,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,813,0,37,111,6,1,3,6.70073080062866,9
2731,1,0,12,34,12,11,519712,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,625,0,38,101,4,1,16,6.43775177001953,256
2732,1,0,14,26,12,11,362750,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,485,0,43,111,5,1,6,6.18414878845215,36
2733,1,0,16,28,10,12,383527,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,841,0,42,92,6,1,6,6.73459100723267,36
2734,1,0,16,27,10,12,383527,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,865,0,41,100,1,1,5,6.76273012161255,25
2735,1,0,16,26,14,12,426142,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,325,0,48,123,1,1,4,5.7838249206543,16
2736,1,0,14,26,9,10,88672,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,477,0,22,69,1,1,6,6.16751718521118,36
2737,1,0,16,25,9,10,86498,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,250,0,30,79,1,1,3,5.52146100997925,9
2739,1,0,12,24,10,9,91137,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,500,0,30,,6,1,6,6.21460819244385,36
2740,0,0,13,25,8,10,372835,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,515,1,31,106,6,1,6,6.2441668510437,36
2741,0,0,18,28,,5,383527,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,256,0,27,106,6,1,4,5.54517698287964,16
2742,0,0,13,24,,5,372835,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,718,0,40,115,6,1,5,6.57646894454956,25
2743,0,0,18,30,17,13,501027,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,796,0,42,,1,1,6,6.67959880828857,36
2744,0,0,12,25,10,12,367506,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,750,0,31,108,1,0,7,6.62007284164429,49
2745,0,0,12,24,10,11,86498,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,419,0,26,,4,0,6,6.03787088394165,36
2747,0,0,12,26,,,88672,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,431,0,22,69,1,0,8,6.06610822677612,64
2748,0,0,12,25,,,86498,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,425,0,27,86,1,0,7,6.05208921432495,49
2749,0,0,12,31,10,11,134296,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,220,0,29,76,6,1,13,5.39362812042236,169
2750,0,0,13,29,9,9,134296,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,685,1,40,115,1,1,10,6.5294189453125,100
2751,0,0,15,34,14,12,365421,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,500,0,44,104,1,0,13,6.21460819244385,169
2754,0,0,16,26,10,12,383527,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,551,0,37,115,6,0,4,6.31173515319824,16
2755,0,0,11,25,12,12,372835,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,700,0,26,93,1,0,8,6.55108022689819,64
2757,0,1,12,32,8,8,411911,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,707,0,39,91,1,1,14,6.56103086471558,196
2761,1,1,17,28,18,14,383527,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,523,0,38,125,1,1,5,6.25958204269409,25
2762,1,1,12,24,0,3,372835,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,433,0,26,,1,0,6,6.07073783874512,36
2763,1,1,14,25,5,4,372835,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,462,1,22,89,1,1,5,6.13556480407715,25
2764,1,1,12,24,5,4,372835,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,397,0,16,,1,1,6,5.98393583297729,36
2765,1,1,15,26,9,5,383527,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,400,1,26,92,1,1,5,5.99146509170532,25
2768,1,1,18,28,14,8,383527,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,872,0,28,127,4,1,4,6.77079010009766,16
2769,1,1,12,26,7,10,383527,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,378,0,38,80,1,1,8,5.93489408493042,64
2770,1,1,12,27,5,8,383527,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,364,0,24,,1,1,9,5.89715385437012,81
2772,1,1,15,31,12,10,501027,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,962,0,44,,1,1,10,6.86901378631592,100
2776,1,1,15,30,12,15,501027,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,801,0,36,112,4,1,9,6.68586111068726,81
2780,1,1,5,32,0,4,730842,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,400,0,12,,1,0,21,5.99146509170532,441
2783,1,1,13,29,,12,134296,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,540,0,29,,4,0,10,6.29156923294067,100
2785,1,1,10,30,9,9,556697,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,450,0,35,90,1,0,14,6.10924816131592,196
2787,1,1,15,27,,16,88672,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,438,0,34,,4,1,6,6.08221912384033,36
2790,1,1,12,26,4,9,88672,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,360,0,23,84,5,0,8,5.88610410690308,64
2791,0,1,12,27,12,12,383527,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,529,0,30,,1,0,9,6.27098798751831,81
2792,0,1,12,26,,,88672,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,721,0,43,120,1,0,8,6.58063888549805,64
2793,0,1,2,31,,10,556697,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,345,0,31,,5,0,23,5.84354400634766,529
2794,0,1,11,27,,,426142,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1052,0,41,,1,1,10,6.95844793319702,100
2796,0,1,16,28,16,,383527,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,726,0,44,106,6,0,6,6.58755016326904,36
2798,0,1,12,33,,,519712,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,543,0,24,76,5,0,15,6.29710912704468,225
2799,0,1,16,33,8,6,370720,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1202,0,48,115,1,0,11,7.09174203872681,121
2803,0,1,16,24,,12,414261,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,400,0,33,,1,0,2,5.99146509170532,4
2805,0,1,9,32,,,127041,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,375,0,32,89,1,0,17,5.92692613601685,289
2806,1,1,11,30,,,158714,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,281,0,29,,1,0,13,5.63835477828979,169
2809,1,1,12,24,,10,86498,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,127,0,24,,5,0,6,4.84418678283691,36
2810,1,1,12,32,,7,127041,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1393,0,39,102,6,1,14,7.23921489715576,196
2813,1,1,12,30,10,9,501027,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,649,0,47,104,1,1,12,6.47543287277222,144
2815,1,1,16,31,11,8,556697,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,420,0,37,,5,0,9,6.04025506973267,81
2816,1,1,16,27,11,8,426142,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,455,0,40,122,1,0,5,6.12029695510864,25
2818,1,1,12,25,9,6,86498,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,661,0,23,107,1,0,7,6.4937539100647,49
2819,0,1,12,24,12,8,372835,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,380,0,30,,1,0,6,5.9401707649231,36
2820,0,1,10,34,,,577458,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,315,0,26,,4,0,18,5.75257301330566,324
2821,0,1,14,24,,,372835,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,452,0,41,,1,1,4,6.11368179321289,16
2822,0,1,12,28,12,12,426142,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,625,0,42,100,1,1,10,6.43775177001953,100
2823,0,1,14,24,8,,367506,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,601,1,30,,6,1,4,6.39859485626221,16
2825,0,1,13,27,7,12,378045,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,499,0,32,100,1,1,8,6.21260595321655,64
2827,0,0,8,31,8,10,548740,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,693,0,24,,1,0,17,6.54102993011475,289
2828,0,1,18,32,15,15,423456,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,535,0,40,129,1,1,8,6.28226709365845,64
